Title,Company-Name,salary_package,Timings,skills,Min_Experience,Max_Experience,Locations
Sales Manager,STRANGIFY,N/A,N/A,"Sales, Analytical, Account Management, Management",7.0,11.0,Remote
Sales Manager,PRIME FOCUS TECHNOLOGIES,N/A,N/A,"Management, Relationship Management, Account Management,  Market Analysis, CRM, Sales, Business Development",10.0,14.0,Remote
Sales Manager,SIEMENS,N/A,N/A,"Relationship Management, Management,  Market Analysis, CRM, Presentation, Sales",10.0,15.0,Remote
Sales Manager,INGERSOLL RAND,N/A,N/A,"Relationship Management, Management, Leadership,  Market Analysis, Sales",6.0,10.0,Delhi
Sales Manager,KNAUF CEILING SOLUTIONS,N/A,N/A,"Sales, CRM, negotiation",7.0,11.0,Remote
Sales Manager,TERRAIN GEOINFRA LTD,N/A,N/A,"management, Market research, sales, negotiation, Presentation, Sales",10.0,14.0,Remote
Sales Manager,ARYA DISPLAY RACK,N/A,N/A,Analytical,1.0,12.0,Remote
Sales Manager,AVANTOR,N/A,N/A,"sales, management, Communication, relationship management",6.0,10.0,Remote
Sales Manager,LORD'S MED PATHOLOGY,N/A,N/A,"Relationship Management, Lead Generation, Management,  Market Analysis, Negotiation, Sales",5.0,10.0,Remote
Sales Manager,GANANATHA LIFESTYLE PVT. LTD.,N/A,N/A,"Sales, management, Relationship management, Business development",10.0,14.0,Remote
Sales Manager,COTO,N/A,N/A,"Sales, Leadership, Distribution",7.0,11.0,Remote
Sales Manager,ENEXPERTS CONSULTING (OPC),N/A,N/A,"Management, Lead Generation, Relationship Management, Computer, communication, presentation, CRM, Presentation, Communication, Sales",5.0,11.0,Remote
Sales Manager,INTELLECT DESIGN ARENA LTD,N/A,N/A,"Management, Lead Generation, Negotiation, Presentation, Communication, Sales, Business Development",6.0,10.0,Remote
Sales Manager,IIFL FINANCE,N/A,N/A,"Management,  Market Analysis, CRM, Communication, Sales",10.0,14.0,Remote
Sales Manager,GARTECH EQUIPMENT PVT LTD,N/A,N/A,"Sales, Leadership, management",5.0,10.0,Remote
Sales Manager,NIYUKTI MANAGEMENT CONSULTANTS HIRI...,N/A,N/A,"distribution, sales, business development",6.0,11.0,All Metro City
Sales Manager,JAYANT GOVIND KASAR HIRING FOR 1,N/A,N/A,"sales, marketing",8.0,13.0,Hyderabad
Sales Manager,M/S. B. NANDI,N/A,N/A,"sales, management, marketing",9.0,14.0,Remote
EXECUTIVE CUSTOMER RELATIONSHIP,GARIMA INTERPRISES,N/A,N/A,sales,10.0,20.0,All Metro City
Sales Manager,GARIMA INTERPRISES,N/A,N/A,"sales, multitasking",10.0,20.0,All Metro City
Sales Manager,HUMAN CALIBER.,N/A,N/A,sales,8.0,13.0,Mumbai
Sales Manager,NURON NETWORKS INDIA PVT. LTD,N/A,N/A,"Relationship Management, Management,  Market Analysis, CRM, Communication, Sales",10.0,15.0,Remote
Sales Manager,BETTERPLACE,N/A,N/A,"Management, Analytical, SaaS, Account Management, sales, CRM, Communication",5.0,10.0,Remote
Sales Manager,ELECTRICAL WIRE COMPANY,N/A,N/A,"Analytical, Problem Solving, Negotiation, CRM, Communication, Customer Service, Sales",8.0,12.0,Delhi
Sales Manager,THE CHAPTER,N/A,N/A,"Management, Relationship Management, CRM, Negotiation, Communication, Sales",8.0,12.0,Remote
Sales Manager,LIFEMAGIC GROUP,N/A,N/A,"Management, Lead Generation, Relationship Management, Leadership, Market Research, Negotiation, Sales",7.0,11.0,Remote
Sales Manager,ETRACK CRUSHERS PRIVATE LIMITED ( A...,N/A,N/A,"Management, management, Leadership, communication, Sales",7.0,11.0,Remote
Sales Manager,MYSANKALP DREAMNEST,N/A,N/A,"Management, Leadership, Market Research, Negotiation, Communication, Sales",8.0,12.0,Remote
Sales Manager,NS DEVELOPER,N/A,N/A,"Management, Leadership, sales, communication, Sales, Business Development",5.0,10.0,Remote
Software Developer,WTW,N/A,N/A,"Relationship Management, Management, Leadership,  Market Analysis, Negotiation, Communication, Customer Service, Sales",10.0,14.0,Remote
Software Developer,GM MODULAR,N/A,N/A,Sales,3.0,10.0,Remote
Sales Manager,JOB MILAP,N/A,N/A,"Management, Negotiation, Sales, Communication",10.0,14.0,Remote
Sales Manager,POSSPOLE,N/A,N/A,"Relationship Management, Management,  Market Analysis, Sales, Business Development",8.0,12.0,Remote
Account Manager,GATEDTALENT - CONNECTING TOP EXECUT...,N/A,N/A,"Sales, Presentation, Communication, Cloud",8.0,12.0,Remote
Sales Manager,EMERSON,N/A,N/A,"Relationship Management, Management, Analytical, Project Management, Negotiation, Communication, Sales",5.0,10.0,Remote
Sales Manager,INTELLYLABS TECHNOLOGIES,N/A,N/A,"leadership, sales, product knowledge",10.0,14.0,Remote
Sales Manager,KAUSTUBH HIRE,N/A,N/A,"leadership, Sales, Communication",7.0,11.0,Delhi
Sales Manager,REFLEEX GROUP,N/A,N/A,"Management, Account Management, communication, negotiation, Product Knowledge, Sales",10.0,14.0,Remote
Business Development,FRANCHISE INDIA HOLDINGS LIMITED,N/A,N/A,"Relationship Management, Management, Leadership, CRM, Sales",7.0,11.0,Remote
Sales Manager,LIEBHERR GROUP,N/A,N/A,"analytical, sales, communication, negotiation",8.0,12.0,Remote
Sales Manager,KINEGIC PHARMACEUTICALS,N/A,N/A,"Relationship Management, Analytical, Management, Automation, Negotiation, CRM, Presentation, Communication, Sales",9.0,13.0,Remote
Account Manager,FRESHWORKS,N/A,N/A,"Sales, Presentation, Management, Business Development",6.0,10.0,Remote
Sales Manager,QUESTW HIRING FOR PRODUCT BASED MAN...,N/A,N/A,"power bi, sales, data analysis",5.0,10.0,Mumbai
Sales Manager,TORUS HEALTH,N/A,N/A,"management, sales, relationship management, Supply chain, Sales, Business development",10.0,14.0,Remote
Sales Manager,PERFORMANCE PRODUCTS & SERVICES,N/A,N/A,"management, communication, Negotiation, Sales, relationship management",8.0,12.0,Remote
Sales Manager,JOB PROVIDER BADDI,N/A,N/A,"Management, Lead Generation, Data Analysis, CRM, Sales",7.0,11.0,Delhi
Sales Manager,NIYUKTI MANAGEMENT CONSULTANTS HIRI...,N/A,N/A,"sales, business development",6.0,11.0,All Metro City
Sales Manager,GARIMA INTERPRISES,N/A,N/A,"sales, multitasking, crm",5.0,10.0,All Metro City
Business Development,DENAVE,N/A,N/A,"Relationship Management, Management, Marketing, Digital Marketing, Communication, Sales, Business Development",10.0,14.0,Remote
CHIEF GROWTH OFFICER,NORTHSTAR HR CONSULTANTS,N/A,N/A,"management, Leadership, marketing, Sales, Business development",10.0,14.0,Remote
Director,TASCONNECT,N/A,N/A,"Supply Chain, Marketing, Enterprise Sales, SAAS, Sales",8.0,12.0,Delhi
Sales Manager,TAC SECURITY,N/A,N/A,"cybersecurity, analytical, communication, presentation, CRM",7.0,11.0,Remote
Sales Manager,INGERSOLL RAND COMPRESSOR SYSTEMS &...,N/A,N/A,communication,7.0,11.0,Remote
Business Development,TERRABIT CONSULTING,N/A,N/A,"management, Marketing, Digital marketing, Lead generation, marketing, Communication, Sales, Account management",10.0,14.0,Remote
Business Development,CRUTZ LEELA,N/A,N/A,"Analytical, CRM, communication",7.0,11.0,Remote
Business Development,EXCELIZE,N/A,N/A,"Relationship Management, Management, Marketing, Leadership, CRM, Negotiation, Sales",6.0,10.0,Remote
Business Development,EXCELR EDTECH PVT LTD,N/A,N/A,"Relationship Management, Management, Sales, communication",1.0,10.0,Remote
Sales Manager,FRANCHISE INDIA HOLDINGS LIMITED,N/A,N/A,"Negotiation, CRM, Leadership, communication",10.0,14.0,Remote
OIL AND GAS,SHARMA ENTERPRISES LIMITED,N/A,N/A,"management, sales, communication, marketing",10.0,20.0,All Metro City
Manager,BHAVYANSH INFOTECH INDIA PVT. LTD.,N/A,N/A,"Marketing, Negotiation, Real Estate, CRM, Presentation, Sales",6.0,10.0,Remote
Sales Manager,TAC SECURITY,N/A,N/A,"cybersecurity, analytical, communication, presentation, CRM",7.0,11.0,Remote
Business Development,VIRTUAL ADMINS,N/A,N/A,"Relationship Management, Management, Marketing, CRM, Sales, Business Development",6.0,10.0,Remote
Sales Manager,TAC SECURITY,N/A,N/A,"cybersecurity, analytical, communication, presentation, CRM",7.0,11.0,Delhi
Business Development,OUTTHINC GLOBAL COMMUNICATIONS,N/A,N/A,"Computer, Marketing, Negotiation, Communication, Sales",10.0,14.0,Remote
Business Development,HYPERSCRIPTS.IO,N/A,N/A,"Analytical, Marketing, Digital Marketing, Market Research, Negotiation, Presentation, Communication, Sales, Business Development",7.0,11.0,Remote
Sales Manager,DREAM DESIGNATION,N/A,N/A,"Management, Computer, Problem Solving, Communication, Sales",10.0,14.0,Remote
Sales Manager,TLC DIGITECH PVT. LTD.,N/A,N/A,"Management, Analytical, Presentation, Communication, Sales",8.0,12.0,Remote
Sales Manager,DANANDA TALENT,N/A,N/A,"Leadership, sales,  Market Analysis, Negotiation, Presentation, Communication",6.0,10.0,Remote
Business Development,HEADWAY TEK INC,N/A,N/A,"Relationship Management, Sales, Management",3.0,12.0,Remote
Sales Manager,ALLANA GROUP,N/A,N/A,"Sales, Management",8.0,12.0,Remote
Sales Manager,JIO,N/A,N/A,"Analytical, Data Analysis, Leadership, Presentation, Communication, Sales",8.0,12.0,Mumbai
Sales Manager,HEXALOG,N/A,N/A,"Management, Leadership, Account Management, Negotiation, Communication, Sales",5.0,10.0,Remote
Software Developer,ENSAVIOR TECHNOLOGIES PVT. LTD.,N/A,N/A,"Management, Project Management, Leadership, Negotiation, Presentation, Communication",8.0,12.0,Delhi
Sales Manager,MAHALAXMI GLOBAL SOLUTIONS,N/A,N/A,"Management, Lead Generation, Negotiation, Presentation, Communication, Sales, Business Development",7.0,11.0,Remote
Sales Manager,INDIA MARKET ENTRY,N/A,N/A,"Sales, Leadership, Negotiation, Communication",6.0,10.0,Remote
Sales Manager,THRIVIBE,N/A,N/A,"Real Estate, CRM, sales",5.0,12.0,Remote
Sales Manager,ADRIYANA SOLUTIONS PVT LTD,N/A,N/A,"Sales, Account Management, Management, Industrial Sales",10.0,14.0,Remote
Sales Manager,AVI GLOBAL PLAST PVT. LTD.,N/A,N/A,"Relationship Management, Management, Market Research, Negotiation, CRM, Presentation, Communication, Sales",10.0,14.0,Remote
Sales Manager,SKILLETY,N/A,N/A,"Sales, Negotiation, CRM,  Market Analysis",5.0,10.0,Remote
Sales Manager,SYMMETRIC CONSULTANCY SERVICES,N/A,N/A,"Relationship Management, Management",3.0,15.0,Remote
Software Developer,NETLABS GLOBAL IT SERVICES PVT LTD,N/A,N/A,sales,9.0,13.0,Remote
Software Developer,EPOTHANE CIVELEC ENGINEERS PVT. LTD...,N/A,N/A,"Sales, Negotiation",7.0,11.0,Remote
Sales Manager,WILSON POWER AND DISTRIBUTION TECHN...,N/A,N/A,"Relationship Management, Management, Data Analysis, MS Office, Communication, Sales, SAP",7.0,11.0,Remote
Software Developer,ALTRUIST TECHNOLOGIES PVT. LTD.,N/A,N/A,"Relationship Management, Management,  Market Analysis, Communication, Sales",8.0,12.0,Remote
Sales Manager,ATISHAY LIMITED,N/A,N/A,"Management, Relationship Management, Data Analysis, Project Management, Leadership,  Market Analysis, Negotiation, Communication, Sales, Business Development",6.0,10.0,Remote
Sales Manager,SRI SAI OVERSEAS RECRUITMENTS,N/A,N/A,"leadership, sales, communication, CRM, MS Office",8.0,12.0,Remote
Sales Manager,GRADE.CAPITAL,N/A,N/A,"Relationship Management, Management, Leadership, Negotiation, Communication, Sales",10.0,14.0,Remote
Sales Manager,JONES FOUNDATIONS PRIVATE LIMITED,N/A,N/A,Sales,5.0,10.0,Remote
HEAD - LENDER PARTNERSHIP,MUMBAI JOBS (FRESH JOBS) - 98195104...,N/A,N/A,"Management, Analytical, Negotiation, Presentation, Communication, Sales",7.0,11.0,Remote
Sales Manager,MEDTRONIC,N/A,N/A,"Management, Leadership, Market Research, Communication, Sales",7.0,11.0,Remote
Sales Manager,LIFEWALL,N/A,N/A,"Management, Leadership, Sales, Communication",7.0,11.0,Remote
Sales Manager,EASTMAN AUTO & POWER LIMITED,N/A,N/A,Sales,3.0,15.0,Remote
Business Development,AVIANS INNOVATION TECHNOLOGY PRIVAT...,N/A,N/A,"Industrial sales, sales, Customer service, Communication, Sales",7.0,11.0,Remote
Software Developer,RANDSTAD MENA,N/A,N/A,Sales,10.0,14.0,Remote
MARKETING EXECUTIVE,PUNE REALTY,N/A,N/A,"Marketing, Communication",0.0,12.0,Remote
CHIEF MARKETING OFFICER,AASVAA UNIVERSAL PRIVATE LIMITED,N/A,N/A,"Analytical, Marketing, Leadership, Market Research, Communication, Sales",7.0,11.0,Remote
Manager,MICHAEL PAGE,N/A,N/A,"Supply Chain, Marketing, Leadership, Communication, Sales",10.0,15.0,Remote
HEAD OF BRAND MARKETING (REAL ESTATE ADVISORY),VIMERSE INFOTECH INC,N/A,N/A,"leadership, management, lead generation, sales, email marketing, communication, marketing, presentation, real estate, crm, content marketing, digital marketing",7.0,11.0,Delhi
Manager,OHMIUM,N/A,N/A,N/A,8.0,12.0,Remote
Product Engineer,IZMO LTD,N/A,N/A,"Management, Marketing, Digital marketing, marketing, CRM, Email Marketing, automation, Sales",10.0,14.0,Remote
Specialist,PAYSQUARE CONSULTANCY LTD.,N/A,N/A,"Marketing, analytical, Market Research, marketing, Communication, Customer Service, Sales, digital marketing",7.0,11.0,Remote
Product Engineer,IDFY,N/A,N/A,"Content Creation, Marketing, Market Research, Communication, Sales",8.0,12.0,Remote
Specialist,ASPIRE SQUARE PVT. LTD.,N/A,N/A,"Sales, Market Research, Marketing, Communication",2.0,12.0,Remote
Manager,HEATHER GREY,N/A,N/A,"Management, Content Creation, Marketing, Project Management, Market Research, Email Marketing, Sales",8.0,12.0,Remote
Software Developer,OPSMX,N/A,N/A,"analytical, sales, communication, presentation, marketing, market research, DevOps, cloud",7.0,11.0,Remote
Account Manager,AUTODESK,N/A,N/A,sales,7.0,11.0,Remote
HEAD OF MARKETING - REAL ESTATE,PLANET GREEN INFRA PVT LTD,N/A,N/A,"Management, Sales, Digital Marketing, Marketing",5.0,10.0,Remote
Manager,A3 REMOTE MONITORING TECHNOLOGIES,N/A,N/A,"Sales, marketing, Communication",10.0,14.0,Remote
Sales Manager,PAISABAZAAR MARKETING AND CONSULTIN...,N/A,N/A,management,8.0,13.0,All Metro City
Sales Manager,SPENTO PAPERS (INDIA) LLP,N/A,N/A,"sales, product knowledge, presentation",10.0,20.0,All Metro City
Sales Manager,WILLIAMS CONSULTING PVT LTD.,N/A,N/A,sales,10.0,15.0,Thane
Business Development,STEERWAY BUSINESS CONSULTANTS,N/A,N/A,"sales, business development, management, marketing",10.0,19.0,Nagpur
Sales Manager,PERSONAL NETWORK.,N/A,N/A,saas,7.0,12.0,Remote
Sales Manager,OBOX HR SOLUTIONS,N/A,N/A,sales,10.0,20.0,Remote
Sales Manager,PRINCETON IT AMERICA,N/A,N/A,"Relationship Management, Management, Analytical,  Market Analysis, Presentation, Communication",7.0,11.0,Remote
Lead Operator,ALUMNI CAREER SITE,N/A,N/A,"Marketing, Leadership, Market Research, Digital Marketing, Communication",8.0,12.0,Remote
Lead Operator,JPMC CANDIDATE EXPERIENCE PAGE,N/A,N/A,"Marketing, Leadership, Market Research, Digital Marketing, Communication",8.0,12.0,Remote
Software Developer,MM ACTIV SCI-TECH COMMUNICATIONS PR...,N/A,N/A,"Market research, sales, Negotiation, Communication, Sales",5.0,12.0,Remote
"KPMG INDIA, MARKETING COMPLIANCE-MARKETS, EXECUTIVE",KPMG INDIA,N/A,N/A,"Marketing, Communication",6.0,10.0,Remote
MARKETING EXECUTIVE,DIVYA PLACEMENT CONSULTANTS,N/A,N/A,"Management, Supply Chain, Communication, Customer Service, Sales",6.0,10.0,Remote
Manager,PRIVILEGE CONSULTANT,N/A,N/A,"sales, business development, management",5.0,10.0,Remote
Business Development,BIGAPPLE LIFESTYLE PRIVATE LIMITED,N/A,N/A,"event planning, management, business development, sales",5.0,10.0,Gurugram
Sales Manager,GRAND FORTUNE,N/A,N/A,Management,8.0,15.0,Remote
Sales Manager,KONNECT HR HIRING FOR CORPORATE EVE...,N/A,N/A,"leadership, communication",8.0,12.0,Mumbai
Business Development,WISSEN TECHNOLOGY,N/A,N/A,"Sales, CRM, Cloud",10.0,16.0,Remote
Business Development,AV INTERNATIONALS,N/A,N/A,"Relationship Management, Management, Marketing, Digital Marketing, Market Research, Proposal Writing, Sales, Business Development",6.0,10.0,Remote
Manager,PARADISO SOFTWARE,N/A,N/A,"Management, Lead Generation, Marketing, Data Analysis, Project Management, Digital Marketing, Sales, Business Development",6.0,11.0,Remote
Business Development,AMBC INC,N/A,N/A,Business Development,5.0,10.0,Remote
Sales Manager,INDICS SOLUTION,N/A,N/A,N/A,5.0,10.0,All Metro City
Sales Manager,ALTIGREEN PROPULSION LABS,N/A,N/A,communication,6.0,12.0,Remote
Business Development,ARUKUS TECHNOLOGIES,N/A,N/A,sales,8.0,12.0,Remote
Software Developer,MORPHEUS HUMAN CONSULTING,N/A,N/A,"communication, Cybersecurity, Business Development",10.0,14.0,Remote
Sales Manager,THE SWAYAMVAR,N/A,N/A,"leadership, Negotiation, Data analysis, Communication",7.0,11.0,Remote
Sales Manager,SILICON RADIO HOUSE,N/A,N/A,"Relationship Management, Lead Generation, Management, Marketing, Market Research, MS Office, HTML, Communication, Sales",5.0,10.0,Remote
Sales Manager,MECH POWER,N/A,N/A,"management, Leadership, communication, Negotiation, Account management",7.0,11.0,Remote
Business Development,LIQVD.ASIA,N/A,N/A,"Relationship Management, Management, Marketing, Digital Marketing,  Market Analysis, Negotiation, Presentation, Communication, Sales",5.0,10.0,Remote
Software Developer,SAVIYNT,N/A,N/A,"Management, Sales, Market Research, Marketing",7.0,11.0,Remote
HEAD OF MERCHANDISING,CAREER141,N/A,N/A,"Management, Marketing, Account Management, Market Research,  Market Analysis, Sales",8.0,12.0,Remote
ASM (MEDICAL DEVICES),BHARGAVA HR SOLUTION,N/A,N/A,"Sales, Marketing, Management,  Market Analysis",7.0,11.0,Remote
Sales Manager,TCY LEARNING SOLUTIONS (P) LTD,N/A,N/A,Communication,10.0,14.0,Remote
Sales Manager,DECCAN PLAST INDUSTRIES,N/A,N/A,N/A,10.0,20.0,Remote
Sales Manager,SPRINTO,N/A,N/A,"management, SaaS, sales, negotiation, CRM",6.0,12.0,Remote
Manager,ULTRAMARINE & PIGMENTS LTD,N/A,N/A,"Analytical, Market Research, Presentation, Communication",10.0,14.0,Remote
DEPUTY CHIEF EXECUTIVE OFFICER(INDIA BASED),HI-ROAD FOOD TECHNOLOGY,N/A,N/A,"supply chain, management, leadership",10.0,14.0,Delhi
Software Developer,CYFROWY TECHNOLOGIES,N/A,N/A,"Social Media Marketing, Digital Marketing, Marketing, Email Marketing",10.0,14.0,Remote
Lead Operator,HERO MOTO CORP,N/A,N/A,"Management, Marketing, Project Management, Multitasking, Negotiation, Communication",10.0,14.0,Remote
MARKETING HEAD,ILA FOUNDATION,N/A,N/A,"management, REAL ESTATE, communication, Customer service",4.0,10.0,Remote
Product Engineer,LEGION,N/A,N/A,"Leadership, Marketing",7.0,11.0,Remote
ORM EXECUTIVE,WALUE OFFICIAL,N/A,N/A,"Management, Analytical, Marketing, Project Management, Digital Marketing, Media Management, Creativity, Communication, Content Marketing",6.0,10.0,Remote
Director,DAYAL TRAVELS,N/A,N/A,"Management, Marketing, Data Analysis, Leadership, Market Research",7.0,11.0,Delhi
Software Developer,STARBERRY LIMITED,N/A,N/A,"Management, Marketing, Project Management, Digital Marketing, Email Marketing, Social Media Marketing",8.0,12.0,Remote
Product Manager,INFORMICA SOLUTIONS,N/A,N/A,"Analytical, SAP, communication",8.0,12.0,Remote
Director,CONTIFY,N/A,N/A,"Automation, Marketing, SaaS, CRM, Content Marketing, Social Media Marketing",7.0,11.0,Remote
CHIEF EXECUTIVE OFFICER,SEETU KOHLI HOME,N/A,N/A,"Management, Leadership, Sales, Communication",8.0,12.0,Delhi
Software Developer,CIALFO,N/A,N/A,"email marketing, content creation, marketing",10.0,14.0,Delhi
Assistant,UFLEX,N/A,N/A,"Management, Sales, Account Management, Relationship Management",5.0,10.0,Remote
Account Manager,MITSOGO,N/A,N/A,"Sales, Negotiation, Presentation, Management",8.0,12.0,Remote
Account Manager,TENDER TIGER PRIVATE LIMITED,N/A,N/A,"Management, Analytical, Account Management, CRM, Communication, Sales",8.0,12.0,Remote
Software Developer,BIOMRIEUX,N/A,N/A,"Management, Relationship Management, CRM, Customer Service, Sales, SAP, Cloud",7.0,11.0,Delhi
CHIEF EXECUTIVE OFFICER,DEVON FOODS LTD,N/A,N/A,"Management, Data Analysis, Leadership, Communication, Sales",8.0,12.0,Remote
CHIEF EXECUTIVE OFFICER,SBR SPECIALITY CHEMICALS LTD,N/A,N/A,"Sales, Leadership, Communication",8.0,12.0,Remote
VICE PRESIDENT MARKETING,AUTOMATION TALENT INDIA,N/A,N/A,"Management, Analytical, Automation, Marketing, Leadership, AI, Digital Marketing, Presentation, Communication, B2B Marketing, Content Marketing",8.0,12.0,Remote
Software Developer,WEBSQFT,N/A,N/A,"Management, Analytical, Marketing, Project Management, Digital Marketing, CRM, Communication",8.0,12.0,Remote
Sales Manager,COGNEX CORPORATION,N/A,N/A,"Sales, Negotiation, Relationship Management, Management",8.0,12.0,Remote
CHIEF MARKETING OFFICER,MILLET MARVELS,N/A,N/A,"Management, Leadership, Digital Marketing, Marketing",6.0,10.0,Remote
Manager,GAINUP GROUP OF COMPANIES,N/A,N/A,"communication, marketing",5.0,10.0,Remote
Manager,ADAR PVT.LTD,N/A,N/A,"Analytical, management, Real estate, Marketing, Leadership, communication, media management, marketing, Communication",7.0,11.0,Remote
Software Developer,CIALFO,N/A,N/A,"email marketing, content creation, marketing",10.0,14.0,Remote
HEAD OF CONTENT MARKETING,GEMRAJ TECHNOLOGIES LTD,N/A,N/A,"Management, Lead Generation, Marketing, Communication, Content Marketing, Distribution",8.0,12.0,Remote
Principal Engineer,WTW,N/A,N/A,"Management, Lead Generation, Marketing, Project Management, Sales, Business Development",7.0,11.0,Remote
Coordinator,WORLEY,N/A,N/A,"Marketing, PowerPoint, Presentation, Communication",5.0,10.0,Remote
Manager,GOOGLE,N/A,N/A,"Leadership, Marketing",9.0,13.0,Remote
Product Engineer,MAVERICK EDUTECH PRIVATE LIMITED,N/A,N/A,"management, analytical, project management, communication, market research, agile, IoT",8.0,12.0,Remote
Product Engineer,NAPIER HEALTHCARE SOLUTIONS PTE. LT...,N/A,N/A,"Sales, Market Research, Marketing, Communication",8.0,12.0,Remote
TELECALLING EXECUTIVE,PANTHERAA MEDIA,N/A,N/A,"Sales, CRM, communication",6.0,10.0,Remote
Lead Operator,SNOWFLAKE,N/A,N/A,"Management, Automation, Marketing, Project Management, CRM, Sales",10.0,14.0,Remote
Assistant,POLYPLASTICS INDUSTRIES (INDIA) PVT...,N/A,N/A,"Management, Marketing, Market Research,  Market Analysis, Product Knowledge, Sales, Business Development",10.0,14.0,Remote
Manager,MASTER SOLUTIONS,N/A,N/A,"Management, Marketing, Multitasking, Negotiation, Communication, Sales",7.0,11.0,Remote
HEAD MARKETING - INDIA,RADIOMETER,N/A,N/A,"Management, Lead Generation, Marketing, Leadership, Market Research, Digital Marketing, Presentation, Communication, Sales",10.0,14.0,Remote
Manager,"VISHAY INTERTECHNOLOGY, INC.",N/A,N/A,"Management, Marketing, Market Research, Technical Support,  Market Analysis, Communication",8.0,12.0,Remote
Manager,JUSTO REALFINTECH PVT. LTD.,N/A,N/A,"Management, Analytical, Marketing, Digital Marketing, Market Research, Communication, Sales",8.0,12.0,Remote
Manager,JOB SEARCH,N/A,N/A,"sales, b2b marketing, marketing",9.0,14.0,All Metro City
Sales Manager,STRATEFIX CONSULTING,N/A,N/A,"Sales, sales",8.0,15.0,Remote
Manager,LIFE SOLUTIONS COMPANY,N/A,N/A,"Sales, Leadership, Marketing",10.0,15.0,Remote
Manager,SPENTO PAPERS (INDIA) LLP,N/A,N/A,"leadership, creativity, communication, marketing",10.0,20.0,All Metro City
Business Development,YO HR CONSULTANCY,N/A,N/A,"management, lead generation, sales, market research, marketing, media management, real estate, communication",8.0,12.0,Remote
Software Developer,TALENTAHEAD INDIA PVT. LTD.,N/A,N/A,"Management, Marketing, Project Management, Leadership,  Market Analysis, Communication, Sales",3.0,10.0,Remote
Lead Operator,GREEN THUMBS,N/A,N/A,"social media marketing, google ads, marketing",6.0,10.0,Noida
Manager,TAVANT,N/A,N/A,"Management, Content Creation, Lead Generation, Marketing, Sales",10.0,15.0,Remote
Assistant,GS CALTEX INDIA,N/A,N/A,"Management, Sales, Market Research, Marketing",8.0,12.0,Remote
Software Developer,INDEEDSEO,N/A,N/A,"Sales, Lead Generation, Digital Marketing, Marketing",1.0,10.0,Remote
Software Developer,YUNITY RECRUITMENT,N/A,N/A,"management, proposal writing, sales, communication, presentation, negotiation, marketing",5.0,10.0,Remote
Lead Operator,PERSONAL NETWORK.,N/A,N/A,"sales, marketing, digital marketing",6.0,11.0,Remote
CHIEF MARKETING OFFICER,ELIT,N/A,N/A,"Management, Marketing, Digital Marketing, Market Research, Sales",8.0,12.0,Remote
Lead Operator,SSTERLING WORKFORCE ENTERPRISES PRI...,N/A,N/A,"Analytical, management, Marketing, Digital marketing, marketing, CRM, Communication, Sales",10.0,14.0,Remote
Manager,PORTAL HR PLUS,N/A,N/A,"Digital Marketing, Marketing",5.0,10.0,Remote
Software Developer,GIFTING IDEAS,N/A,N/A,"Marketing, Powerpoint, Communication",2.0,10.0,Remote
Sales Manager,AGS CYBER,N/A,N/A,"Management, Relationship Management, SaaS, Account Management,  Market Analysis, Negotiation, Sales, Business Development",5.0,10.0,Remote
Manager,SYCONE,N/A,N/A,"management, Marketing, Digital marketing, Email marketing, marketing, Sales, Social media marketing, Content marketing",8.0,12.0,Remote
Software Developer,PERSONAL NETWORK.,N/A,N/A,"social media marketing, marketing, digital marketing",6.0,11.0,Remote
Manager,VISHAY,N/A,N/A,"Management,  Market Analysis, Technical Support, Negotiation, Communication, Sales, Business Development",8.0,12.0,Remote
Manager,PEOPLELOGIC,N/A,N/A,"sales, marketing",10.0,14.0,Remote
Lead Operator,MICHAEL PAGE,N/A,N/A,"Sales, management, Marketing",10.0,14.0,Remote
Manager,SOULHR MANAGEMENT SOLUTIONS,N/A,N/A,"Management, Analytical, Marketing, Leadership, Digital Marketing, Market Research, Presentation, Communication, MS Office",7.0,11.0,Remote
Software Developer,A ADVANI REALTY,N/A,N/A,"Management, Marketing, Data Analysis, Media Management, Digital Marketing, Email Marketing, Communication",6.0,10.0,Remote
Operation Engineer,TAAL TECH,N/A,N/A,"Management, Leadership, Marketing",8.0,12.0,Remote
AD CONTENT MARKETING,CONFIDENTIAL,N/A,N/A,"Management, Analytical, Marketing, Communication, Content Marketing",7.0,11.0,Remote
Software Developer,DEEP AYURVEDA,N/A,N/A,"Management, Relationship Management, Marketing, JavaScript, HTML, Digital Marketing, Social Media Marketing, CSS",6.0,10.0,Remote
MARKETING HEAD,ATQOR (FORMERLY BITSCAPE),N/A,N/A,"management, Marketing, Market research, Digital marketing, Email marketing, marketing, Social media marketing, Content marketing",10.0,14.0,Remote
CHIEF EXECUTIVE OFFICER,KONARK INFRASTRUCTURE LTD. - INDIA,N/A,N/A,"Sales, Leadership, Management, Communication",10.0,14.0,Remote
Product Engineer,"NETENRICH, INC.",N/A,N/A,"Marketing, Data Analysis, AI, Market Research, Cybersecurity",3.0,10.0,Remote
Business Development,ZAPPFRESH,N/A,N/A,"Management, Marketing, Project Management, Digital Marketing, CRM, Communication",8.0,12.0,Remote
Software Developer,CLOUD CERTITUDE,N/A,N/A,"leadership, data analysis, management, communication, marketing, CRM, automation, digital marketing",8.0,12.0,Remote
